property_id,sale_date,area_sqft,bedrooms,bathrooms,location_score,property_age,distance_city_km,near_school,near_metro,crime_rate_index,house_price_inr
200953,5/1/2019,2191,4,3,9.4,37,10.3,0,0,5.72,32703812
200954,11/1/2010,2921,6,5,4.5,26,20,0,0,5.99,26815173
200955,12/1/2018,2598,5,4,8.1,18,11.1,1,0,5.04,37596959
200956,4/1/2010,1142,2,2,7.9,49,8.9,1,0,4.77,12912724
200957,12/1/2017,1346,3,2,9.1,15,5,1,1,4.47,23207253
200958,9/1/2010,2485,4,3,7.7,20,8.7,0,1,6.12,34679867
200959,7/1/2015,1991,4,3,7,29,18.3,0,1,5.53,21595895
200960,1/1/2020,2456,5,5,5.4,18,14,1,1,3.9,32488896
200961,5/1/2017,500,1,2,8.8,40,1,1,1,5.5,6142011
200962,3/1/2021,1630,4,4,8.2,25,11.5,1,0,1.32,24837812
200963,10/1/2013,1537,4,3,2.1,26,23.7,0,0,4.24,9318178
200964,3/1/2011,1797,4,3,6.7,13,6.9,1,1,0.5,27507264
200965,2/1/2010,1302,3,2,8.4,28,12.1,1,0,8.33,20353329
200966,4/1/2012,1300,3,2,8.5,16,4,0,1,2.9,17271635
200967,5/1/2016,1442,3,2,5.7,25,19.6,1,0,0.71,16463299
200968,12/1/2011,1243,1,1,10,22,1.1,1,1,3.21,18119555
200969,10/1/2018,1356,2,2,8.6,21,12.6,1,1,4.24,21723578
200970,11/1/2011,1251,3,3,7.2,30,6.5,0,0,7.76,15931371
200971,5/1/2012,1147,2,2,6.1,33,14.3,1,1,3.38,13551100
200972,3/1/2012,1440,3,3,8.8,18,5.7,1,0,0.58,22638077
200973,8/1/2019,2369,4,3,4.7,37,18.1,0,1,5.19,22450665
200974,4/1/2017,1328,3,2,6.7,16,9.2,1,0,7.98,17021552
200975,6/1/2010,1412,4,3,4.9,14,19.3,1,0,3.74,16138404
200976,1/1/2014,1834,4,4,8,36,5,1,0,3.83,24012299
200977,2/1/2023,1215,1,2,7.9,8,5.6,0,1,5.75,16530053
200978,6/1/2022,838,2,2,5,17,7.7,1,1,0.5,6810061
200979,4/1/2014,1675,3,2,4.7,14,17.6,0,0,2.77,18094224
200980,11/1/2010,2132,4,3,7.9,15,10.4,1,0,4.25,33568371
200981,5/1/2015,797,1,1,6.5,17,8.6,0,1,2.25,10828949
200982,6/1/2014,1760,4,4,4.9,21,27,1,0,0.5,20897520
200983,11/1/2017,1671,5,4,8.1,25,9.9,1,1,1.82,24122336
200984,4/1/2023,1347,3,2,3.1,18,20,0,0,6.83,11632707
200985,7/1/2011,2346,5,3,7.2,23,7.2,1,1,5.18,27164947
200986,7/1/2020,1559,3,3,9.6,25,5.3,1,0,5.47,29590530
200987,9/1/2010,1568,4,3,6.5,19,21.6,1,0,3.34,18998502
200988,1/1/2020,2801,6,4,8.5,16,1.9,0,0,7.39,46532296
200989,6/1/2023,1577,4,3,6.8,4,11.8,1,0,4.15,20914557
200990,5/1/2021,795,2,2,5.7,24,18,1,1,6.25,8053818
200991,7/1/2017,3170,6,5,4.9,21,17.4,1,0,4.24,33967491
200992,8/1/2021,2654,5,3,8.1,7,8.4,1,0,0.5,38406973
200993,7/1/2011,2298,4,3,7.9,32,8.3,1,0,1.69,33032111
200994,4/1/2015,1874,4,5,4.7,26,18.8,1,1,4.46,18955998
200995,5/1/2016,2371,5,5,6,44,5.4,0,1,6.74,23471191
200996,9/1/2018,1580,4,3,8.3,11,14.2,1,0,6.98,20228728
200997,4/1/2020,2289,5,4,7.6,40,15.8,1,0,4.79,35151103
200998,5/1/2014,2426,4,3,7,13,12.5,0,0,7.01,30250726
200999,8/1/2010,1891,3,3,6.6,18,15.1,1,1,3.68,25778037
201000,6/1/2016,1540,3,2,3.9,8,17.6,0,1,6.37,13197294
201001,10/1/2019,1529,2,1,5.3,31,19.4,0,0,1.06,14456356
201002,8/1/2013,1328,2,2,3.5,36,17.2,0,0,6.5,9191249
201003,6/1/2022,1503,4,4,7.6,14,19,1,0,4.44,20751833
201004,9/1/2012,1342,2,2,4.2,12,14.7,1,1,9.22,11785035
201005,10/1/2010,1782,3,1,6.6,28,6.9,1,1,6.97,25327260
201006,11/1/2011,1781,3,3,5.6,12,11.1,0,0,2.81,18487633
201007,11/1/2022,1483,3,3,6.2,43,10.8,1,0,9.33,16723443
201008,12/1/2020,1909,3,3,2.7,10,23.2,0,1,4.71,13481776
201009,1/1/2020,2989,7,5,7.2,10,10.4,1,0,6.42,42382404
201010,8/1/2010,1872,3,4,8.5,15,4.2,1,0,2.15,32667537
201011,6/1/2018,1657,3,2,7.6,16,11.3,0,0,3.39,22107900
201012,8/1/2012,2096,4,4,4.8,37,15.6,0,0,6.93,23595737
201013,7/1/2017,693,1,1,5.9,23,8.4,1,0,2.69,7677448
201014,4/1/2011,2409,6,4,4.1,37,12.7,0,0,2.91,24266001
201015,5/1/2023,1820,3,3,4.6,26,13.6,0,1,0.55,17530594
201016,7/1/2019,1485,4,3,7.4,25,10.7,1,1,3.99,20193410
201017,9/1/2016,2196,4,3,6.9,64,10.5,1,1,2.45,29481292
201018,6/1/2019,1648,3,2,6.9,11,8.5,1,1,8.37,21333819
201019,6/1/2014,1171,2,2,4.3,18,16.2,1,0,0.5,9542301
201020,6/1/2016,1595,3,2,2.5,34,27.8,0,0,3.3,11093095
201021,6/1/2018,1204,3,2,4.6,18,26.1,0,1,4.59,8930075
201022,5/1/2011,1760,3,3,5.7,17,11.2,1,1,3.06,20631796
201023,3/1/2017,1577,3,2,6.2,38,7.3,0,0,2.75,17059971
201024,2/1/2020,1693,3,3,7.6,21,1,1,1,5.1,26945263
201025,12/1/2019,970,2,2,5.5,14,26.4,1,0,9.1,9906848
201026,1/1/2021,1122,2,2,9,6,3.4,1,1,7.95,19809978
201027,6/1/2015,2661,5,5,8.3,55,8.2,0,1,1.29,36765806
201028,7/1/2023,3093,5,4,8.4,44,6.6,1,0,2.38,49815071
201029,4/1/2020,2347,4,2,9.1,64,11.1,0,1,6.24,35081177
201030,1/1/2018,2358,6,4,7.9,27,1,0,1,3.02,38704733
201031,9/1/2016,2658,4,2,5.6,31,17.7,0,1,4.54,27111455
201032,6/1/2011,2405,4,4,7.5,25,9.4,1,1,2.98,27825547
201033,8/1/2010,2348,4,4,8.5,32,11.1,0,0,3.93,30860072
201034,10/1/2017,905,2,3,8.1,6,6.7,1,0,1.52,14864851
201035,12/1/2010,1750,3,2,8.3,9,4.2,0,0,0.5,25585288
201036,10/1/2017,1565,3,2,7.1,12,9.7,0,0,3.94,18013343
201037,12/1/2010,2103,6,5,7.3,12,3.2,1,1,0.5,28433799
201038,1/1/2021,2010,3,3,3.5,8,16.6,1,1,5.66,17671738
201039,2/1/2021,1745,5,3,8.4,36,3.1,1,0,7.32,22005968
201040,9/1/2013,3326,7,5,7,26,21.8,1,1,3.73,36250542
201041,12/1/2020,2390,5,4,5.8,27,9.6,1,0,5.7,25865708
201042,1/1/2010,1412,3,3,4.1,13,27.8,1,0,5.13,11719324
201043,1/1/2014,1773,5,4,5.9,40,15.9,0,1,2.54,21620267
201044,4/1/2010,2398,4,5,10,6,3.6,1,0,1.57,34176533
201045,12/1/2021,1592,3,3,5.5,43,21.6,1,0,0.76,17794443
201046,8/1/2018,2553,4,4,8.7,26,3.2,0,1,4.87,34227871
201047,2/1/2016,2027,3,3,8.1,15,9.4,1,0,4.99,25013090
201048,1/1/2012,2030,2,2,6.3,18,11.1,1,0,1.82,23040988
201049,5/1/2016,1798,3,2,6.3,23,17.9,0,0,1.04,19639318
201050,8/1/2012,2237,4,3,3.2,50,19.2,1,1,0.94,16517965
201051,5/1/2010,1128,2,1,8.7,18,8.3,1,0,2.79,16874329
201052,11/1/2011,1357,3,2,7,12,13.9,0,0,8.19,15453384
201053,3/1/2023,1250,2,2,6.7,29,11.1,1,0,5.48,14020105
201054,8/1/2023,2655,6,5,5.8,39,6.2,1,0,3.9,27953990
201055,1/1/2016,1513,3,2,5.1,41,21.9,0,1,7.47,12732151
201056,11/1/2022,1533,2,3,4.2,30,24.2,0,1,5.51,14855705
201057,10/1/2014,1655,2,1,5,22,22.5,1,0,9.07,16889153
201058,1/1/2019,1447,3,2,6.5,13,6,1,1,4.04,18737273
201059,8/1/2014,560,1,1,10,27,3.6,1,0,3.34,8529547
201060,9/1/2011,1720,4,3,9.3,30,5.2,0,0,6.95,28806062
201061,8/1/2017,1156,2,1,6,26,13,0,0,2.88,13417949
201062,8/1/2016,1698,2,2,6.1,13,19.7,0,1,5.44,18872531
201063,9/1/2012,1244,3,1,6.4,5,16,1,0,3.54,15793850
201064,2/1/2017,2309,5,4,9.8,61,6.8,1,0,4.84,37382623
201065,7/1/2010,1717,3,3,6.3,4,12,1,0,3.1,20858788
201066,4/1/2011,2360,4,3,5.5,21,19.9,1,1,5.73,24212383
201067,8/1/2017,1569,4,4,8.7,23,1.5,1,0,2.93,25523243
201068,3/1/2023,932,2,2,2.3,43,24.8,1,0,3.3,5432802
201069,6/1/2017,2003,4,4,7.4,30,14.3,1,1,3.69,26092218
201070,9/1/2012,1246,2,1,9.7,35,2.6,1,1,0.78,19423896
201071,7/1/2013,1347,2,2,7.8,15,8,0,1,4.46,17776775
201072,10/1/2010,2940,7,5,8.4,54,18,0,1,3,35058229
201073,10/1/2010,2087,4,3,6.4,30,4.9,1,1,5.08,25681379
201074,3/1/2015,2342,5,2,6.9,28,14.3,1,0,6.25,30928502
201075,9/1/2023,1479,3,2,7.2,29,8.1,0,1,2.22,19407919
201076,8/1/2019,1017,3,2,6.1,20,10,1,0,6.44,13092854
201077,8/1/2019,1532,4,3,4.7,7,19.6,0,0,3.89,16900175
201078,12/1/2023,2844,7,6,5.4,13,16.7,1,0,3.98,32735357
201079,11/1/2018,1701,4,4,7.4,4,13,0,0,5.97,18288414
201080,5/1/2010,1950,3,3,9.1,24,5.8,1,0,8.67,25044726
201081,5/1/2019,2574,5,4,7.7,19,5.8,1,0,2.98,36811530
201082,11/1/2011,506,1,1,7.5,41,14.4,1,0,1.63,5545131
201083,9/1/2014,2407,4,4,6.6,32,6.8,0,0,3.49,26235486
201084,5/1/2010,2049,4,2,8,39,1,0,1,4.97,23963431
201085,4/1/2020,1746,3,3,5.5,56,17.8,0,1,3.71,17668156
201086,5/1/2020,1870,3,2,6.6,14,10.7,1,0,10.2,21062433
201087,4/1/2019,1588,3,3,5.1,21,15.6,1,1,4.48,16050364
201088,4/1/2013,2441,4,3,5.1,29,12.1,0,1,4.97,29339271
201089,12/1/2012,500,2,2,7.7,4,1,1,0,9.48,5365763
201090,8/1/2013,1304,2,2,5.3,16,7.6,0,0,1.85,14005888
201091,8/1/2015,1422,2,2,6.6,46,11.9,0,0,4.23,13931851
201092,2/1/2023,1330,2,2,9,32,1.9,1,0,4.17,19474091
201093,2/1/2012,2183,5,5,1,39,32,1,0,6.55,10235182
201094,1/1/2010,1130,2,1,6.2,11,17.2,1,1,2.32,12133383
201095,11/1/2018,863,1,1,7.7,24,15.3,1,1,0.5,10928810
201096,12/1/2016,2700,5,3,6.3,13,8.4,0,1,0.5,32700934
201097,1/1/2021,1096,3,2,6.9,9,11.4,1,0,5.59,15993145
201098,7/1/2016,1414,2,1,4.3,38,28.6,1,0,5.61,9964918
201099,1/1/2010,1759,4,5,7.4,32,9.1,1,1,6.44,19118607
201100,9/1/2015,586,1,1,6.8,39,3,1,1,4.65,5698144
201101,10/1/2021,2864,6,5,6.9,17,14.2,1,1,10.69,41081440
201102,3/1/2011,1647,3,2,4.7,5,13.7,0,0,6.29,18249080
201103,8/1/2012,1750,3,3,8.3,31,12.6,0,1,7.19,19019882
201104,7/1/2017,2328,5,5,5.3,32,16.6,0,1,1.52,24498085
201105,8/1/2013,1828,4,3,5.1,18,14.3,1,0,3.71,19735677
201106,2/1/2020,1646,6,5,6.9,22,10.1,0,0,3.75,21486685
201107,4/1/2012,1974,3,2,6.5,14,19.6,1,1,7.25,21146977
201108,10/1/2020,1038,2,2,9,6,12.4,0,0,1.25,16484483
201109,2/1/2011,1902,6,4,5.6,24,14.8,1,0,7.69,21098644
201110,3/1/2016,904,2,1,7.8,21,9.8,1,0,1,11424997
201111,3/1/2020,1343,2,2,6.2,6,17.2,0,1,4.37,16767402
201112,6/1/2019,2514,5,5,6.2,14,15.8,1,0,4.64,27282213
201113,7/1/2020,500,1,1,5.2,10,17.3,1,1,3.9,5524675
201114,12/1/2015,1828,4,3,6.3,29,7.1,1,0,7.17,21246421
201115,2/1/2017,1705,3,2,7.5,22,10.8,1,0,7.36,23376021
201116,4/1/2023,2200,4,4,7.2,4,6.6,1,0,2.74,32459917
201117,2/1/2020,2241,6,5,6.4,48,24.5,1,0,2.77,24267954
201118,12/1/2023,3098,6,5,7.3,19,11.3,1,0,4.3,44656814
201119,1/1/2018,788,2,2,4.3,19,22,1,1,3.52,7714616
201120,3/1/2022,1502,5,4,6.4,28,13.4,0,0,1.57,18925524
201121,10/1/2018,2280,3,3,8.5,28,2.8,1,1,6.9,31885114
201122,3/1/2018,1395,3,3,7.9,16,14,0,1,0.5,19417439
201123,6/1/2018,500,1,1,8.3,32,17.3,1,1,4.39,6620963
201124,8/1/2019,1159,2,2,4.9,17,20.3,0,0,6.27,13144006
201125,11/1/2019,1969,3,3,4.7,29,21.2,0,0,7.85,16223371
201126,10/1/2020,1812,3,3,4.6,20,13.2,1,0,5.72,20712026
201127,3/1/2018,2045,4,3,5.7,25,8.5,0,1,5.78,20327641
201128,11/1/2019,1441,3,3,6.5,22,8.8,1,0,3,17123534
201129,5/1/2013,1406,3,2,5.9,14,8.7,0,1,7.23,14695953
201130,7/1/2020,2084,4,3,6.9,45,4.5,1,1,4.82,23329167
201131,10/1/2011,1563,5,4,5.9,75,22.7,0,0,5.51,14577467
201132,4/1/2020,1630,3,3,6.3,25,8.1,0,1,6.4,20214643
201133,3/1/2020,1442,3,3,7.8,38,8.8,1,1,4.69,18544613
201134,7/1/2010,1212,2,2,7,21,10.3,1,1,2.82,14696858
201135,6/1/2021,1631,3,3,8.1,20,7.1,1,1,3.71,26140394
201136,9/1/2022,1452,2,2,7.3,62,8.9,0,1,7.6,14846402
201137,11/1/2011,2558,6,5,8,25,1,1,1,6.41,40340476
201138,2/1/2023,1916,4,3,6.6,24,15.4,1,1,8.25,26169046
201139,3/1/2018,1622,4,3,6.5,42,14.3,1,1,3.73,19591142
201140,6/1/2021,2121,4,3,5.6,13,18.4,0,0,3.43,21911344
201141,2/1/2010,2034,5,4,6.2,47,23.2,1,1,6.15,24084987
201142,9/1/2019,2443,5,4,8.7,33,12.4,1,0,4.47,35615726
201143,5/1/2018,1315,2,2,5.6,18,21.4,0,0,6.57,13992875
201144,2/1/2017,1303,4,3,9.4,18,1.3,0,1,5.24,17904368
201145,3/1/2014,1294,3,2,5.4,36,17.4,1,1,3.46,11480872
201146,11/1/2014,1055,3,2,6.5,19,14,1,0,4.29,10993022
201147,2/1/2010,1318,2,1,1,30,23.5,0,1,3.18,5298436
201148,8/1/2015,1252,2,1,7.8,6,1,0,1,1.18,16509386
201149,5/1/2020,2095,4,3,9,26,2.3,1,1,2.36,28793979
201150,5/1/2022,961,1,1,7.8,33,7.9,1,0,6.26,13249102
201151,1/1/2022,1292,3,4,3.8,43,8.3,1,1,3.6,9331764
201152,5/1/2013,1475,3,2,7.6,9,9.2,0,1,5.29,19861360
201153,4/1/2013,1583,4,3,7.9,12,11.4,1,0,4.4,19250021
201154,6/1/2022,2181,5,5,7.9,52,6.8,0,0,4.98,30894426
201155,12/1/2016,1470,4,3,7.2,25,19.2,1,0,3.7,18500746
201156,10/1/2011,1520,3,3,2,5,25.4,1,1,2.65,11466484
201157,5/1/2023,1434,4,3,6.3,18,12.5,1,0,4.28,20323064
201158,4/1/2011,2153,6,5,7.2,18,14.8,1,1,4.62,30175879
201159,5/1/2022,1798,4,3,8.5,5,7.8,0,0,4.15,32713204
201160,8/1/2015,1436,2,2,7.1,32,17.3,0,1,5.61,16246884
201161,8/1/2012,1214,3,3,8.1,14,1.6,0,0,4.18,17346603
201162,3/1/2010,2285,5,5,5.3,13,19.2,1,0,3.42,29538476
201163,7/1/2015,2001,5,4,7.6,9,1,1,1,3.87,29192594
201164,7/1/2010,2586,5,4,5.3,10,14.6,0,1,5.39,25539461
201165,3/1/2013,2424,5,4,7.7,16,4,1,1,6.69,34205762
201166,7/1/2014,1112,3,3,4.7,28,25.2,0,1,3.02,9027216
201167,2/1/2020,936,2,3,5.1,44,19.5,1,1,5.56,9295967
201168,10/1/2023,2636,6,4,7.4,3,8.4,1,0,7.6,37407424
201169,3/1/2011,1988,2,2,6.7,37,18.7,0,0,5.72,22563831
201170,2/1/2013,1564,3,2,5.1,26,13.4,1,0,2.99,12710275
201171,6/1/2018,1507,3,3,9.6,17,10.8,0,0,7.99,24173251
201172,12/1/2015,891,2,1,6.5,13,19.6,0,0,4.17,9389402
201173,5/1/2014,1421,3,3,7.4,31,8.3,0,0,2.65,18474997
201174,6/1/2012,2097,4,3,9.1,9,8.1,1,0,4.6,36169346
201175,9/1/2011,1097,3,2,7.4,8,16.6,1,0,7.98,11584047
201176,3/1/2013,1260,2,3,3.6,13,21.9,0,1,6.8,9988634
201177,8/1/2013,1788,4,3,3.8,17,21,0,0,6.36,16783871
201178,5/1/2011,2747,5,5,3.2,27,18.5,1,1,1.99,22466969
201179,7/1/2016,2279,5,4,5.2,30,14.9,0,1,2.78,23203095
201180,6/1/2016,1590,4,3,4.7,17,16.8,1,0,6.1,15216313
201181,8/1/2023,1208,3,3,7.4,30,12.7,0,1,3.51,15962896
201182,11/1/2017,1921,4,2,6.2,1,16.8,1,0,1.84,21605136
201183,11/1/2016,1720,3,3,9.6,5,1,1,1,3.97,29841363
201184,7/1/2017,1757,4,4,4.2,17,23.8,0,1,1.28,19699689
201185,9/1/2011,1850,3,2,4.3,29,25.6,1,0,5.8,15698338
201186,7/1/2023,2451,5,4,8,1,8.1,1,0,7.71,33565224
201187,7/1/2015,1666,3,3,8.8,4,1,0,0,2.72,30599249
201188,8/1/2013,1824,4,5,4.9,42,14.2,1,0,0.77,15299559
201189,4/1/2016,2714,6,4,7.2,16,10.7,0,0,5.46,28280759
201190,2/1/2014,500,2,1,5.9,17,14.5,0,0,4.94,5002541
201191,11/1/2019,1825,4,4,5.9,38,21.3,1,0,3.94,22433955
201192,3/1/2010,500,2,1,7.5,21,19.7,0,0,3.02,5216133
201193,4/1/2014,1769,3,3,7.8,36,15.6,1,0,4.46,21562871
201194,10/1/2021,1817,4,4,3.6,22,25.5,0,1,4.17,16423305
201195,8/1/2013,2069,4,4,6.3,22,9,0,1,3.41,26389563
201196,7/1/2018,1304,2,2,6.7,25,11.2,1,1,7.16,19247275
201197,4/1/2012,2702,6,4,7.1,14,6.8,1,1,3.71,32801961
201198,7/1/2022,955,2,2,7.2,43,4.6,1,0,2.43,10727097
201199,11/1/2022,1866,3,2,4.3,29,14.2,1,1,4.93,17605829
201200,11/1/2018,1031,1,2,7.6,6,5.6,0,0,2.81,17020376
201201,1/1/2020,2095,4,4,5.7,18,11,0,1,0.5,20551393
201202,7/1/2013,1772,2,1,3.5,34,23.2,1,1,4.54,14119485
201203,5/1/2023,1945,3,2,5.3,8,18.7,0,0,4.91,24275356
201204,4/1/2019,1608,3,2,4.4,9,8.4,1,0,0.5,18653277
201205,11/1/2022,2148,5,4,9.3,11,8,0,0,5.65,32676378
201206,3/1/2012,1425,3,4,5.1,26,11.5,1,0,6.48,14281744
201207,1/1/2011,2417,5,4,5.6,44,19.8,0,0,2.72,26365052
201208,7/1/2019,2541,5,4,7.7,14,1,1,1,2.93,38551561
201209,8/1/2021,1152,3,3,3,11,20.9,1,1,7.33,10404135
201210,6/1/2016,1577,2,2,6.6,15,16.3,0,1,0.5,16454180
201211,5/1/2019,591,2,2,6.8,5,2.9,1,0,4.2,7413151
201212,5/1/2014,500,1,2,4.2,29,16.4,1,1,5.83,4316758
201213,7/1/2019,1322,3,3,5.7,14,11.3,1,1,5.08,12148586
201214,9/1/2016,1786,4,3,10,9,12.2,0,0,3.51,29615040
201215,4/1/2021,2306,4,3,6.9,21,15.3,1,0,3.67,30390865
201216,7/1/2017,1678,4,3,7.9,24,8.4,0,1,6.61,22227590
201217,5/1/2018,1600,3,3,8.4,24,5.7,1,1,2.72,22116499
201218,3/1/2023,2365,6,4,6.1,36,15.1,1,0,1.94,31459884
201219,5/1/2020,2305,6,5,5.8,26,11.5,0,0,3.78,28032882
201220,1/1/2020,1738,5,4,8.7,15,7.9,0,1,4.72,24533150
201221,5/1/2019,2923,6,5,3,24,24.7,0,0,5.95,23742181
201222,9/1/2016,2679,5,4,9,10,3.7,0,1,5.54,47939564
201223,12/1/2014,698,1,1,10,21,7.2,1,0,5.49,11269220
201224,7/1/2016,1925,4,4,9.3,43,3.1,1,1,2.38,32870817
201225,5/1/2014,1992,4,3,5.2,20,20,0,1,2.54,21348406
201226,8/1/2015,2554,6,5,4.4,13,10.2,0,1,7.18,25383359
201227,6/1/2017,1087,3,2,6.9,45,7.4,1,0,6.71,11741932
201228,3/1/2022,1779,4,2,6.2,21,13,1,1,1.39,18847359
201229,9/1/2014,1371,1,1,6,11,7.3,1,0,2.5,14761744
201230,3/1/2010,2458,5,4,3.4,8,23.4,1,0,4.95,20413902
201231,7/1/2023,1135,2,3,7.2,27,16.2,1,0,3.73,15694345
201232,9/1/2015,2868,7,5,7.2,33,12.8,0,1,5.59,39732762
201233,1/1/2012,1044,2,2,5.4,14,18.9,0,1,6.51,8676878
201234,5/1/2015,1780,3,3,9.2,37,3.8,0,0,5.91,27849703
201235,10/1/2023,865,2,2,4.9,42,14.5,0,0,3.25,6253940
201236,5/1/2014,1575,3,3,6.1,24,22.5,1,1,0.82,17804086
201237,7/1/2015,1660,4,3,8.3,16,11.9,1,0,5.76,22491709
201238,9/1/2022,2248,4,4,8.7,7,12.3,0,0,3.05,33674558
201239,12/1/2023,1979,4,3,5.7,23,14.2,1,1,4.82,24408950
201240,10/1/2011,1445,3,3,5.9,5,15.6,1,0,6.43,14406539
201241,4/1/2017,988,1,1,5.6,18,10.7,0,0,4.43,10058148
201242,5/1/2014,2153,5,4,3.5,26,20,0,1,5.9,20018715
201243,10/1/2014,979,2,2,8.2,35,6.2,0,0,1.13,12053074
201244,10/1/2014,1978,3,4,6.6,4,9.3,1,0,3.89,28758585
201245,11/1/2012,1481,3,3,4.8,36,11,0,1,3.23,13948787
201246,5/1/2018,2576,5,4,1.6,32,22.6,1,1,8.03,14387816
201247,5/1/2017,1492,2,2,6.7,51,3.2,0,1,0.5,15001900
201248,10/1/2016,587,1,2,7.2,45,1,1,1,2.55,6321481
201249,4/1/2016,1756,4,4,7.6,9,8.7,0,0,5,28725579
201250,6/1/2023,861,2,2,8.4,21,8.2,0,1,1.05,13945094
201251,10/1/2023,1464,3,3,7.6,12,13.9,1,1,3.96,18980410
201252,8/1/2018,3520,7,6,8,25,1,0,0,0.97,53737350
201253,11/1/2010,1959,2,3,6.3,13,13.5,0,0,8.1,26187342
201254,6/1/2016,1223,2,2,8.6,17,11.3,1,0,4.1,16877780
201255,5/1/2022,2171,5,4,1,5,38.7,0,1,3.61,13553807
201256,11/1/2012,2391,5,5,5.2,49,18.5,0,0,3.24,23573278
201257,5/1/2016,1572,3,2,5.5,24,15,1,1,3.1,18706088
201258,6/1/2018,2166,4,4,10,6,4.5,1,1,0.5,30341581
201259,4/1/2014,824,2,2,3.5,16,19.7,0,1,1.69,6256815
201260,5/1/2017,1254,2,2,5,31,18.8,0,0,7.33,10523072
201261,7/1/2018,1584,4,4,3.4,25,29.3,0,1,8.02,13110497
201262,5/1/2020,1793,4,3,6.7,30,14.5,1,1,5.7,24304567
201263,2/1/2013,500,1,1,6,47,11.7,1,0,5,3234420
201264,10/1/2013,2390,7,5,7.7,9,15.6,0,1,6.16,37098043
201265,2/1/2021,2470,4,3,8,31,7.6,0,1,1.39,30702242
201266,7/1/2014,1552,3,3,7.6,8,6.5,1,0,5.52,20784894
201267,10/1/2010,1993,3,3,3.5,10,26.7,1,0,6.93,14988973
201268,1/1/2023,1962,3,3,6.5,27,15.6,1,0,2.56,22852236
201269,6/1/2012,783,2,1,7.3,6,13.1,0,1,5.83,10616838
201270,1/1/2020,630,1,1,8.3,49,6.6,1,0,4.22,7179384
201271,4/1/2018,3038,6,4,6.6,21,13.1,1,1,7.35,41342255
201272,8/1/2023,2758,6,4,5.6,24,18.5,1,0,9.12,29461512
201273,10/1/2018,2230,3,4,5.1,16,14.7,1,1,1.78,25607503
201274,5/1/2012,2077,4,3,5.8,21,11.6,0,1,3.41,18850486
201275,12/1/2021,880,2,2,7.4,8,9.4,0,0,3.31,12492636
201276,10/1/2015,1163,2,2,9.8,4,3.6,0,0,2.61,20835927
201277,1/1/2016,1523,4,4,6.1,15,6.1,1,1,2.7,21113015
201278,1/1/2018,851,2,2,5.6,22,15,0,0,5.63,8616302
201279,4/1/2010,1971,4,4,5.5,9,16,1,1,1.28,21186731
201280,11/1/2017,1086,2,1,7.2,19,8.5,1,1,4.74,14190511
201281,2/1/2013,1870,4,4,3.2,18,15.9,1,1,4.64,18916624
201282,12/1/2017,1285,2,3,3.9,16,16.8,0,0,4.62,11560976
201283,11/1/2018,1910,4,3,9,15,5.9,1,0,3.14,33925782
201284,9/1/2021,2363,5,4,6.1,5,11.6,0,0,6.31,28850525
201285,1/1/2015,1652,4,4,9.6,22,1,1,1,8.52,23951082
201286,2/1/2022,1853,3,2,5.5,35,13.4,1,0,3.33,17566198
201287,11/1/2015,844,2,2,5.7,12,16.4,1,0,5.22,10107148
201288,11/1/2010,1520,3,3,5.9,16,28.8,0,0,7,15957899
201289,10/1/2016,666,1,1,5,5,22,1,0,4.23,7043183
201290,1/1/2014,2821,6,6,6.6,39,12.2,1,0,5.51,32873335
201291,12/1/2021,1733,2,1,4,7,26.1,0,1,3.81,13714099
201292,2/1/2011,1885,3,2,7.4,21,13.5,1,0,6.53,20747226
201293,11/1/2023,2214,5,4,6.1,28,14,0,0,7.79,24640319
201294,9/1/2020,1972,4,3,4.6,32,22.1,1,0,4.99,19763111
201295,7/1/2020,1953,3,2,7.1,11,16.9,1,0,3.86,27062372
201296,5/1/2018,1756,3,3,3.8,22,13.4,0,0,4.06,15141073
201297,3/1/2013,1962,6,5,5.6,14,4,0,1,2.75,20134576
201298,1/1/2019,2060,4,3,7.2,66,12.3,1,0,6.48,25421266
201299,8/1/2015,1063,2,2,6.3,20,11.4,1,0,2.76,12625892
201300,11/1/2021,2546,5,4,7.1,10,14.4,0,0,5.16,32967025
201301,7/1/2014,1731,3,2,6.8,14,19.1,1,1,3.6,20275340
201302,1/1/2017,1417,3,2,10,44,6.6,1,0,5.92,21057030
201303,8/1/2013,2160,4,3,6.1,6,17,1,1,2.74,26512538
201304,3/1/2020,1934,4,4,6.6,28,9.4,0,0,5.31,23570794
201305,9/1/2019,914,2,1,5.4,30,16.5,1,0,4.11,8891143
201306,2/1/2016,2927,7,4,7,19,1.6,0,0,5.96,34990167
201307,7/1/2016,1620,3,2,6.6,44,7.1,0,1,6.04,18860564
201308,9/1/2023,1179,1,2,10,12,3.5,1,0,2.88,21670481
201309,9/1/2020,1740,3,2,6.8,8,7.4,1,0,4.16,22916322
201310,3/1/2015,1954,5,3,4.7,33,18.2,1,1,3.16,22072311
201311,9/1/2019,1219,2,2,6.4,19,13.9,1,1,4.76,15195552
201312,9/1/2021,1172,3,3,9,28,9.8,1,0,5.65,13674895
201313,4/1/2012,2325,4,3,5,33,14,1,1,4.47,23357171
201314,8/1/2017,1338,3,3,6.9,37,13.3,0,0,4.74,15119857
201315,6/1/2017,1431,3,2,5.9,13,9.9,1,0,1.1,17161713
